,review,date,country,rating,name,type
246,"Tip 1: only go if you really have time, do not bother if you havent got enough time in singapore. The security checks at the front of the casino are very redundant. They kept on checking our passports over and over again, security after security. Completely waste of time. Tip 2: the casino does not have the full-on world class casino standard like those ones in Macau. It is quite small and has poor interior design. Tip 3: everything is so-so in the casino, guess the only highlight is the free non-alcoholic drinks and possibly the computerised gambling system in the casino. I won't bother going back again. Please take note foreigners are allow to enter the casino for free. Local Singaporeans will have to pay to go in.Please click 'Yes' If you think my reviews have been helpful to you.",2012-11-06,"Singapore, Singapore",bubble_30,TravelQueenie365,Couple
247,"This has to be the most unfriendly casino on earth.As a tourist, getting into the casino is equavalent to clearing difficult immigration officers.People manning the entrance are rude and definitely make you feel unwelcomed.It is so frustrating and your mood changed for the worse after clearing this process.Upon entrance, you are greeted with free cigarette smoke everywhere, even on the non smoking floor.The non smoking floor is one level up but due to the design (open concept) smoke from the lower smoking floor spreads everywhere.Being sensitive to smoke and the obvious unhealthy environment, I could barely spend 10 minutes inside.Exiting the casino is equally frustrating. The same process of showing your passport to several ""bouncers"".This casino is only for the hardcore gamblers who can live with such rude treatment.",2012-10-05,kuala lumpur,bubble_20,merc8989,Couple
248,"It is a great casino only comparable to Las Vegas. It is in a gigantic room with dozens of tables on two levels, the upper one for non-smokers, and there is a variety of games, not just roulettes, dice or blackjack. Crupieres friendly, many waiters, and quite good atmosphere (to be a casino) Controls and security is rigorous, minimum bets are high and is very crowded, but it is the real paradise for game lovers. If you do not like to play, you have nothing to do there, although it is worth taking a walk to see that environment.",2012-10-03,Barcelona,bubble_40,Edu1976,Couple
249,"I give the casino a poor rating because you had to have you passport reviewed 4 times on any trip to the casino. I was staying at the hotel, and thought they could figure out some better method for hotel guess. They also scan your passport every time you enter which seamed a bit strange.",2012-09-27,"Orlando, Florida",bubble_20,G M,Couple
250,I spent a couple of hours at the Marina Bay Sands casino and it was a pleasant surprise. I played 10 sgd slot machines having fun for a long time. Worth a visit especially for avid gamers because they will find bread for their teeth.,2012-09-19,"Perugia, Italy",bubble_50,spikebastard,Couple
251,"we visited the casino one night, and we were deeply disapointed. not only is wrong that locals have to pay for entry, but the casino is tiny!!!!!! out crappy crown casino in melbourne is twice that size. the minimum bets are really high so it discourages amature gambling for fun.the free drinks are nice and the biulding is nice from the outside but other that that its a no go!!!",2012-09-03,"Melbourne, Australia",bubble_20,Rebecca V,Couple
252,"My girlfriend and I took the ride to the observation deck on top. It was a little frightening but a great experience that I don’t regret. Later, we decided to go to the casino to play some blackjack. A sign at the entrance stated that there were areas designated for smoking, and the policy was strict. However, when we went inside, it appeared to us that people were smoking anywhere they wished. We could only stand about five minutes and left without buying a single chip. My conclusion: this casino is a good place for smokers, and if you go inside, you will become a smoker without ever lighting up a cigarette.",2012-08-25,"Miami, Florida",bubble_30,Iconoclast526,Couple
253,"I was in Singapore with my boyfriend to celebrate our anniversary. We had a wonderful week. It looks like a city, casino shops (then we love the game), courtesy, but the most exciting part was that of the pool: WONDERFUL. We had Singapore at our feet. We spent a little but it was worth it.",2012-08-25,corsico,bubble_50,Chiara G,Couple
254,"The best Casino I have ever visited, a big 2 floor area for the gamers, tables, machines for those who wanna play alone. You can have few cups of coffee if you start feeling sleepy. Best time to go risk your money at night there are chances of it getting doubled.",2012-08-22,"Jakarta, Indonesia",bubble_50,KanchanLad,Couple
255,"Located along the magnificent Marina Bay in Singapore, the Marina Bay Sands is a sight that is not to be missed. I went there with my friends for a round of drinks and watch the sunset from high above. It's worth to spend some time watching the laser lights show on the river bank which is one of the most famous attractions of marina bay. Come and find your own luck",2012-07-17,"Budapest, Hungary",bubble_40,C_Sardos,Couple
256,"We visited the Casino last week while staying at the Marina Mandarin Hotel. Had heard so much about the Casino so we went armed with our passports.Casino is free for non nationals. You stand in a line that says Foreigners!. 2 security check points to get in where they swipe your passports. Not very welcoming or friendly. Like security at the airport. Inside we were met with silence. No atmosphere. Nothing. No laughing. Atmosphere was like an exam center. Couldn't believe it. We have been to Las Vegas and California so had thought it would be something similar. Hardly any Europeans visible. No bars, only coffee and water. We walked around and noticed there are no manual roulette wheels, they are all automated. very strange. We ate at a noodle bar which was very nice and they served beer. On the tables were cards for Gambling Addiction services. We then walked around again hoping that the evening would improve. It didn't so we left without gambling at all.We then discovered talking to a local friend that Singaporeans take gambling very very seriously. So that would possibly explain the silence. People were also allowed to smoke inside this building which is beautiful but really allowing smoking in this day and age ?So all in all, very very disappointing. Would not recommend it at all. Felt like we were subjected to unfriendly staff at security on the way in. Surely they should be welcoming and trying to encourage people to visit ? This was the only occasion in Singapore in 9 days that we came across such a welcome.",2012-07-16,"Dublin, Ireland",bubble_20,scarke,Couple
257,Sensation unic !! bar kudate on the marina bay is too much,2012-06-16,"Florianopolis, SC",bubble_50,Waldemar_Holleben,Couple
258,"We were going to take a look inside however needed our passports, next time!",2012-06-01,perth,bubble_30,leanne_pearc,Couple
259,"Most tables have $300 minimum bet. Only a few blackjack tables, all except one have a minimum bet of $50, one for $25.",2012-05-31,"Cheshire, Connecticut",bubble_30,Leonard_P,Couple
260,Just perfect for r&r! Staff are very friendly and respectful. I love the pizza! Very relaxing.,2012-05-19,"Kinshasa, Democratic Republic of the Congo",bubble_50,susanr952,Couple
261,"This is a well maintained casino. The atmosphere though was more formal than I expected. When I play table games, I enjoy interacting with the other players and dealer. I found many of the tables to be quiet and serious, maybe because the table minimums are high. ",2012-05-11,"Raleigh, North Carolina",bubble_40,Kat0425,Couple
262,"Night, the first experience of the casino. A two-story, extensive grounds are full of slots, roulette, baccarat and other game machines. The attitude of the staff who checks entrance is soft. Aiming at Beginners rack, it contributes the minimum amount to the slot, but ends without knowing the rules. The strange feeling was that in a slot of about 10 aircraft, surely, like a drawstring bag, a poorly grown aunt who was tired of living a couple of lines, as many as a few rows, on the pedestal I threw out the feet of the soup stock and push the button of the slot bluntly. Singaporeans are quite expensive to enter, so few people come here. Foreigners are free, so there seems to be a tour across the border. Are you OK? These women. I wonder if it is gamble holic? I got empathy and it was not fun at all.",2012-03-17,Nara,bubble_10,sakuratomimoza,Couple
263,The casino was very smelly from the cigarette smoke in the air. There were designated smokers areas but no one took notice. Not that it mattered anyway because the smoke would have traveled throughout the whole casino regardless. I couldn't stay for more than an hour. Make sure you bring your passport because its free for tourists. Locals have to pay a fee. You have to show your passport on the way in and on the way out.,2012-03-11,"Perth, Australia",bubble_20,Kya07,Couple
264,"Gigantic, impressive, grandiose, ... In short, many superlatives for this place totally out of the ordinary. It's almost like another planet. Must see the panoramic view of the rooftop pool of the hotel and of course enter the casino after showing white paw with hundreds of tables crowded with players. We can hardly resist! A must see",2012-02-05,N.A.,bubble_50,Dededu,Couple
265,"useful information for the players: as in all Asian casinos most of the tables are dedicated to bacarat (or punto banco), then there are some blackjack or pontoon version and then many sic-bo tables, nice game with the dice much appreciated. Finally there are a few roulette tables. the minimum bets are typically 25sgd on red and black or similar and 5sgd on numbers, there are also tables with a higher minimum. They have recently introduced other roulette with minimum on simple options to 10sgd but they are double zero !! around there are coffee machines and other drinks for free, but do not offer anything to eat but there are two restaurants always open. However, as in all casinos you almost always lose :-)))",2012-01-07,"Bari, Italy",bubble_40,angelo888,Couple
266,"Ensure that if you are traveling from outside of Singapore that you bring your Passport as entry will be refused without one. Once inside the place is massive. A huge selection of tables, aimed more towards the Chinese market which I would expect. Very few tables of Blackjack, Poker etc. All around the outside of the tables are hundreds of slots machines. The casino continues onto a smaller 2nd floor which looks over the ground floor. There are a few places to grab food and soft drinks, water and tea/coffee are all free. The waiters will either deliver or you can get a drink from one of the many drinks stands located around the casino. My only concerns were just how busy the place is. It can be difficult to get a seat at a table and don't be expecting small limits. $25SGD a hand, minimum. I also found it struggled with smokers. Being an ex-smoker I actually enjoy the smell, but it can get too much. We tended to move to the 2nd floor for a break as it's less busy/smokey.",2011-12-23,"Sheffield, United Kingdom",bubble_30,Mowzertron,Couple
267,"Can't say much.I don't want to be rude or racist but The local Singaporean Chinese staff and patrons just aren't happy people and it comes out in the mood in the casino.they don't strive to keep customers and are very rigid.I managed to win overall, so that was fantastic, but I can't see myself going back there in a hurry.it's just a pleasure as a table player.there's no fun,smiles,feel,ambience.....if your non-asian,you'll see what I mean.Macau at Teh Four Seasons set the bar for Asia.MBSC are near the bottom.",2011-12-23,penang,bubble_20,mojay_9,Couple
268,"The casino oozes class, well decorated interiors, with a superior service to match. Servers constantly go around the tables to serve beverages. The casino itself is huge and comparable to the ones in Macau. Dealers are generally friendly and not intimidating. Locals pay a levy of $100 and foreigners enter for free.",2011-12-21,Singapore,bubble_40,alanyeo76,Couple
269,"I recently attended a show at the Casino called ""Abba Mania"". When one attends a show put on at a Casino with profile of MBS you expect to find a standard similar to that you would find in Las Vegas expecially for $130 dollars. I am talking about something comaparable to Jersey Boys. Unfortunately Abba Mania was excruciatingly bad and not worthy of stage time at the Casino. The standard was of that you would expect to find in a suburban hotel or a rock eisteddfod. We went with 2 other couples and we all left at the interval. It's a little sad that MBS could be so mercencary with events like this I felt robbed of $115 as this show was only worth $15 max. Shows are supposed to attract people to Casinos not drive them away.",2011-11-21,"Singapore, null, Singapore",bubble_10,John H,Couple
270,Visited the casinp and suurounding shopping centre and was truly amazed. Everything is well set out. The casino is huge and even fun for non-gamblers. There are great restaurants everywhere from casual to 5 star. Even have a Harley Davidson bar. Loved the cleanliness and the prices for a casino complex were very reasonable for everything else. Worth a visit even if you only walk around.,2011-11-18,"Brisbane, Australia",bubble_50,jpwilli,Couple
271,"The building is gorgeous and has a nice atmosphere, but the employee's education is not done. It might be unavoidable because it was just opened, but there are too many apprenticeship dealers and supervisors. Japanese employees are also not polite.",2011-11-12,"Tokyo, Japan",bubble_10,AAAAK,Couple
272,"This new building is like a ship floating in the sky with palm trees / swimming pool / and everything you would ever need.We had to make a visit to see for ourselves as tourists, but didn't make accommodation as the pricing was a bit out of our league. When you visit this grand location you have to pay $20:00 singapore to go to the top to see the views. ( out of this world )... But be aware that if you make a booking to do the tour ( which is only for the first 50 in the Que ) and it rains and the tour is cancelled then you don't get your money back. But that aside do the trip to the top without being in a tour as you will be sorry if you don't.Then there is the shopping in the magnificent shopping plaza's. Four floors including a skating ring, a lake and river with a Gondola, Restaurants, and every High End shop name that you could think of is there.Make an effort because when you leave there you can go across the harbor on a water taxi and get on the Singapore Flyer as well.",2011-10-16,"Melbourne, Australia",bubble_50,cullodenmist,Couple
273,"It's a huge casino, which is nothing compared to Las Vegas. the prices for food are at 5 sgd per food in the restaurants, it is mainly Asian cuisine. In the casino area there are free soft drinks. There is no ATM in the casino area, the money to gamble must be brought from outside. the entry is free except you live in singapore.",2011-09-28,"Zurich, Switzerland",bubble_40,bludenz1976,Couple
274,"My passport and I were stuck at this foreigner lane with a really sullen female staff. I was kept waiting for a long time while she kept looking at the screen while other visitors in the other lane were moving swiftly. Finally, after waiting for a long time, I asked her what was the issue? She rudely told me that the system is still checking my passport. And, I am denied entry. So I suggested if I could go to the next lane? She rudely told me that is the same system, even if I were to change lanes. I was so upset at her rudeness that I was thinking of leaving. But I told her that this was my first visit to the MBS Casino. And suddenly she gestured to another sullen male staff and she started talking in Malay to him (thinking that I did not understand! How rude is that?). After talking, the rude staff returned my passport and gestured to me to enter, like she is some US Secret Service operative. SO RUDE! I will never return to this place!",2011-07-22,Kuala Lumpur,bubble_10,LL721,Couple
275,Whao Marina Bay Sands!!!! But it is not as it appears from outside.This is a terrible hotel from service since you check in.We arrived on 13th July 2011 at 8:30 pm with a long waiting of 5 hours and guess what they did not had rooms after our 15 days prior booking and confirmation.The excuse was the rooms are not ready due to housekeeping till midnight 1:00 am.After arguing for 5 hours they managed to arrange us Suite rooms and they gave us apology letter for one day refund too.Service is very poor but the hotel is the great experience and the suite too.Well we was upgraded for it and enjoyed.Better be prepared for your time.,2011-07-16,ludhiana,bubble_10,nitinbassi,Couple
